Probe.Set.ID	UniGene.ID	Gene.Title	Gene.Symbol	RefSeq.Transcript.ID
204513_s_at	Hs.304578	engulfment and cell motility 1 (ced-12 homolog, C. elegans)	ELMO1	NM_014800 /// NM_130442 
204514_at	Hs.324830	DPH2 homolog (S. cerevisiae)	DPH2	NM_001384 /// NM_201399 
204515_at	Hs.364941	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	HSD3B1	NM_000862 
204516_at	Hs.476595	ataxin 7	ATXN7	NM_000333 
204517_at	Hs.110364	peptidylprolyl isomerase C (cyclophilin C)	PPIC	NM_000943 
204518_s_at	Hs.110364	peptidylprolyl isomerase C (cyclophilin C)	PPIC	NM_000943 
204519_s_at	Hs.200821	plasma membrane proteolipid (plasmolipin)	PLLP	NM_015993 
204520_x_at	Hs.127950	bromodomain containing 1	BRD1	NM_014577 
204521_at	Hs.436618	protein predicted by clone 23733	HSU79274	NM_013300 
204522_at	Hs.153299	dom-3 homolog Z (C. elegans)	DOM3Z	NM_005510 
204523_at	Hs.181552	zinc finger protein 140 (clone pHZ-39)	ZNF140	NM_003440 
204524_at	Hs.459691	3-phosphoinositide dependent protein kinase-1	PDPK1	NM_002613 /// NM_031268 
204525_at	Hs.159918	PHD finger protein 14	PHF14	NM_001007157 /// NM_014660 
204526_s_at	Hs.442657	TBC1 domain family, member 8 (with GRAM domain)	TBC1D8	NM_007063 
204527_at	Hs.21213	myosin VA (heavy polypeptide 12, myoxin)	MYO5A	NM_000259 
204528_s_at	Hs.524599	nucleosome assembly protein 1-like 1	NAP1L1	NM_004537 /// NM_139207 
204529_s_at	Hs.491805	thymus high mobility group box protein TOX	TOX	NM_014729 
204530_s_at	Hs.491805	thymus high mobility group box protein TOX	TOX	NM_014729 
204531_s_at	Hs.194143	breast cancer 1, early onset	BRCA1	NM_007294 /// NM_007295 /// NM_007296 /// NM_007297 /// NM_007298 /// NM_007299 /// NM_007300 /// NM_007301 /// NM_007302 /// NM_007303 /// NM_007304 /// NM_007305 /// NM_007306 
204532_x_at	Hs.554822	UDP glucuronosyltransferase 1 family, polypeptide A10 /// UDP glucuronosyltransferase 1 family, polypeptide A8 /// UDP glucuronosyltransferase 1 family, polypeptide A7 /// UDP glucuronosyltransferase 1 family, polypeptide A6 /// UDP glucuronosyltransferase ... truncated at 256 characters	UGT1A10 /// UGT1A8 /// UGT1A7 /// UGT1A6 /// UGT1A5 /// UGT1A9 /// UGT1A4 /// UGT1A1 /// UGT1A3	NM_000463 /// NM_001072 /// NM_007120 /// NM_019075 /// NM_019076 /// NM_019077 /// NM_019078 /// NM_019093 /// NM_021027 /// NM_205862 
204533_at	Hs.413924	chemokine (C-X-C motif) ligand 10	CXCL10	NM_001565 
204534_at	Hs.2257	vitronectin (serum spreading factor, somatomedin B, complement S-protein)	VTN	NM_000638 
204535_s_at	Hs.401145	RE1-silencing transcription factor	REST	NM_005612 
204536_s_at	---	---	---	--- 
204537_s_at	Hs.22785	gamma-aminobutyric acid (GABA) A receptor, epsilon	GABRE	NM_004961 /// NM_021984 /// NM_021987 /// NM_021990 
204538_x_at	Hs.446747	nuclear pore complex interacting protein /// hypothetical protein LOC339047 /// similar to hypothetical protein LOC339047	NPIP /// LOC339047 /// LOC440341	NM_006985 /// XM_290671 /// XM_352159 
204539_s_at	Hs.252387	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)	CELSR1	NM_014246 
204540_at	Hs.433839	eukaryotic translation elongation factor 1 alpha 2	EEF1A2	NM_001958 
204541_at	Hs.335614	SEC14-like 2 (S. cerevisiae)	SEC14L2	NM_012429 
204542_at	Hs.558452	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	ST6GALNAC2	NM_006456 
204543_at	Hs.127897	Rap guanine nucleotide exchange factor (GEF) 1	RAPGEF1	NM_005312 /// NM_198679 
204544_at	Hs.437599	Hermansky-Pudlak syndrome 5	HPS5	NM_007216 /// NM_181507 /// NM_181508 
204545_at	Hs.567243	peroxisomal biogenesis factor 6	PEX6	NM_000287 
204546_at	Hs.301658	KIAA0513	KIAA0513	NM_014732 
204547_at	Hs.484068	RAB40B, member RAS oncogene family	RAB40B	NM_006822 
204548_at	Hs.521535	steroidogenic acute regulator	STAR	NM_000349 /// NM_001007243 
204549_at	Hs.321045	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	IKBKE	NM_014002 
204550_x_at	Hs.301961	glutathione S-transferase M1	GSTM1	NM_000561 /// NM_146421 
204551_s_at	Hs.324746	alpha-2-HS-glycoprotein	AHSG	NM_001622 
204552_at	Hs.469386	Inositol polyphosphate-4-phosphatase, type I, 107kDa	INPP4A	NM_001566 /// NM_004027 
204553_x_at	Hs.469386	inositol polyphosphate-4-phosphatase, type I, 107kDa	INPP4A	NM_001566 /// NM_004027 
204554_at	Hs.42215	protein phosphatase 1, regulatory subunit 3D	PPP1R3D	NM_006242 
204555_s_at	Hs.42215	protein phosphatase 1, regulatory subunit 3D	PPP1R3D	NM_006242 
204556_s_at	Hs.157002	DAZ interacting protein 1	DZIP1	NM_014934 /// NM_198968 
204557_s_at	Hs.157002	DAZ interacting protein 1	DZIP1	NM_014934 /// NM_198968 
204558_at	Hs.523220	RAD54-like (S. cerevisiae)	RAD54L	NM_003579 
204559_s_at	Hs.512610	LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM7	NM_016199 
204560_at	Hs.558328	FK506 binding protein 5	FKBP5	NM_004117 
204561_x_at	Hs.75615	apolipoprotein C-II	APOC2	NM_000483 
204562_at	Hs.401013	interferon regulatory factor 4	IRF4	NM_002460 
204563_at	Hs.82848	selectin L (lymphocyte adhesion molecule 1)	SELL	NM_000655 
204564_at	Hs.144309	polycomb group ring finger 3	PCGF3	NM_006315 
204565_at	Hs.9676	thioesterase superfamily member 2	THEM2	NM_018473 
204566_at	Hs.286073	protein phosphatase 1D magnesium-dependent, delta isoform	PPM1D	NM_003620 
204567_s_at	Hs.124649	ATP-binding cassette, sub-family G (WHITE), member 1	ABCG1	NM_004915 /// NM_016818 /// NM_207174 /// NM_207627 /// NM_207628 /// NM_207629 /// NM_207630 
204568_at	Hs.414809	KIAA0831	KIAA0831	NM_014924 
204569_at	Hs.417022	intestinal cell (MAK-like) kinase	ICK	NM_014920 /// NM_016513 
204570_at	Hs.421621	cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)	COX7A1	NM_001864 
204571_x_at	Hs.118076	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)	PIN4	NM_006223 
204572_s_at	Hs.118076	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)	PIN4	NM_006223 
204573_at	Hs.125039	carnitine O-octanoyltransferase	CROT	NM_021151 
204574_s_at	Hs.154057	matrix metallopeptidase 19	MMP19	NM_001032360 /// NM_002429 
204575_s_at	Hs.154057	matrix metallopeptidase 19	MMP19	NM_001032360 /// NM_002429 
204576_s_at	Hs.155995	clusterin associated protein 1	CLUAP1	NM_015041 /// NM_024793 
204577_s_at	Hs.155995	clusterin associated protein 1	CLUAP1	NM_015041 /// NM_024793 
204578_at	Hs.156814	KIAA0377 gene product	KIAA0377	NM_001024463 /// NM_014659 
204579_at	Hs.165950	fibroblast growth factor receptor 4	FGFR4	NM_002011 /// NM_022963 /// NM_213647 
204580_at	Hs.1695	matrix metallopeptidase 12 (macrophage elastase)	MMP12	NM_002426 
204581_at	Hs.262150	CD22 antigen /// myelin associated glycoprotein	CD22 /// MAG	NM_001771 /// NM_002361 /// NM_080600 
204582_s_at	Hs.171995	kallikrein 3, (prostate specific antigen)	KLK3	NM_001030047 /// NM_001030048 /// NM_001030049 /// NM_001030050 /// NM_001648 
204583_x_at	Hs.171995	kallikrein 3, (prostate specific antigen)	KLK3	NM_001030047 /// NM_001030048 /// NM_001030049 /// NM_001030050 /// NM_001648 
204584_at	Hs.522818	L1 cell adhesion molecule	L1CAM	NM_000425 /// NM_024003 
204585_s_at	Hs.522818	L1 cell adhesion molecule	L1CAM	NM_000425 /// NM_024003 
204586_at	Hs.194684	bassoon (presynaptic cytomatrix protein)	BSN	NM_003458 
204587_at	Hs.194686	solute carrier family 25 (mitochondrial carrier, brain), member 14	SLC25A14	NM_003951 /// NM_022810 
204588_s_at	Hs.513147	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	SLC7A7	NM_003982 
204589_at	Hs.524692	NUAK family, SNF1-like kinase, 1	NUAK1	NM_014840 
204590_x_at	Hs.487883	vacuolar protein sorting 33A (yeast)	VPS33A	NM_022916 
204591_at	Hs.148909	cell adhesion molecule with homology to L1CAM (close homolog of L1)	CHL1	NM_006614 
204592_at	Hs.463928	discs, large homolog 4 (Drosophila)	DLG4	NM_001365 
204593_s_at	Hs.148677	hypothetical protein FLJ20232	FLJ20232	NM_019008 
204594_s_at	Hs.148677	hypothetical protein FLJ20232	FLJ20232	NM_019008 
204595_s_at	Hs.25590	stanniocalcin 1	STC1	NM_003155 
204596_s_at	Hs.25590	stanniocalcin 1	STC1	NM_003155 
204597_x_at	Hs.25590	stanniocalcin 1	STC1	NM_003155 
204598_at	Hs.129448	U-box domain containing 5	UBOX5	NM_014948 /// NM_199415 
204599_s_at	Hs.513230	mitochondrial ribosomal protein L28	MRPL28	NM_006428 
204600_at	Hs.2913	EPH receptor B3	EPHB3	NM_004443 
204601_at	Hs.558438	Nedd4 binding protein 1	N4BP1	NM_153029 
204602_at	Hs.40499	dickkopf homolog 1 (Xenopus laevis)	DKK1	NM_012242 
204603_at	Hs.498248	exonuclease 1	EXO1	NM_003686 /// NM_006027 /// NM_130398 
204604_at	Hs.430742	PFTAIRE protein kinase 1	PFTK1	NM_012395 
204605_at	Hs.59106	cell growth regulator with ring finger domain 1	CGRRF1	NM_006568 
204606_at	Hs.57907	chemokine (C-C motif) ligand 21	CCL21	NM_002989 
204607_at	Hs.59889	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial)	HMGCS2	NM_005518 
204608_at	Hs.442047	argininosuccinate lyase	ASL	NM_000048 /// NM_001024943 /// NM_001024944 /// NM_001024946 
204609_at	Hs.66713	hepatitis delta antigen-interacting protein A	DIPA	NM_006848 
204610_s_at	Hs.66713	hepatitis delta antigen-interacting protein A	DIPA	NM_006848 
204611_s_at	Hs.75199	protein phosphatase 2, regulatory subunit B (B56), beta isoform	PPP2R5B	NM_006244 
204612_at	Hs.433700	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	PKIA	NM_006823 /// NM_181839 
204613_at	Hs.413111	phospholipase C, gamma 2 (phosphatidylinositol-specific)	PLCG2	NM_002661 
204614_at	Hs.514913	serpin peptidase inhibitor, clade B (ovalbumin), member 2	SERPINB2	NM_002575 
204615_x_at	Hs.283652	isopentenyl-diphosphate delta isomerase 1	IDI1	NM_004508 
204616_at	Hs.162241	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)	UCHL3	NM_006002 
204617_s_at	Hs.78019	adrenocortical dysplasia homolog (mouse)	ACD	NM_022914 
204618_s_at	Hs.511316	GA binding protein transcription factor, beta subunit 2	GABPB2	NM_002041 /// NM_005254 /// NM_016654 /// NM_016655 /// NM_181427 
204619_s_at	Hs.443681	chondroitin sulfate proteoglycan 2 (versican)	CSPG2	NM_004385 
204620_s_at	Hs.443681	chondroitin sulfate proteoglycan 2 (versican)	CSPG2	NM_004385 
204621_s_at	Hs.165258	nuclear receptor subfamily 4, group A, member 2	NR4A2	NM_006186 /// NM_173171 /// NM_173172 /// NM_173173 
204622_x_at	Hs.165258	nuclear receptor subfamily 4, group A, member 2	NR4A2	NM_006186 /// NM_173171 /// NM_173172 /// NM_173173 
204623_at	Hs.82961	trefoil factor 3 (intestinal)	TFF3	NM_003226 
204624_at	Hs.492280	ATPase, Cu++ transporting, beta polypeptide (Wilson disease)	ATP7B	NM_000053 /// NM_001005918 
204625_s_at	Hs.218040	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	ITGB3	NM_000212 
204626_s_at	Hs.218040	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	ITGB3	NM_000212 
204627_s_at	Hs.218040	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	ITGB3	NM_000212 
204628_s_at	Hs.218040	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	ITGB3	NM_000212 
204629_at	Hs.475074	parvin, beta	PARVB	NM_001003828 /// NM_013327 
204630_s_at	Hs.462680	golgi SNAP receptor complex member 1	GOSR1	NM_001007024 /// NM_001007025 /// NM_004871 
204631_at	Hs.499745	myosin, heavy polypeptide 2, skeletal muscle, adult	MYH2	NM_017534 
204632_at	Hs.105584	ribosomal protein S6 kinase, 90kDa, polypeptide 4	RPS6KA4	NM_001006944 /// NM_003942 
204633_s_at	Hs.510225	ribosomal protein S6 kinase, 90kDa, polypeptide 5	RPS6KA5	NM_004755 /// NM_182398 
204634_at	Hs.129550	NIMA (never in mitosis gene a)-related kinase 4	NEK4	NM_003157 
204635_at	Hs.510225	ribosomal protein S6 kinase, 90kDa, polypeptide 5	RPS6KA5	NM_004755 /// NM_182398 
204636_at	Hs.117938	collagen, type XVII, alpha 1	COL17A1	NM_000494 /// NM_130778 
204637_at	Hs.119689	glycoprotein hormones, alpha polypeptide	CGA	NM_000735 
204638_at	Hs.1211	acid phosphatase 5, tartrate resistant	ACP5	NM_001611 
204639_at	Hs.407135	adenosine deaminase	ADA	NM_000022 
204640_s_at	Hs.463382	speckle-type POZ protein	SPOP	NM_001007226 /// NM_001007227 /// NM_001007228 /// NM_001007229 /// NM_001007230 /// NM_003563 
204641_at	Hs.153704	NIMA (never in mitosis gene a)-related kinase 2	NEK2	NM_002497 
204642_at	Hs.154210	endothelial differentiation, sphingolipid G-protein-coupled receptor, 1	EDG1	NM_001400 
204643_s_at	Hs.171458	cytosolic ovarian carcinoma antigen 1	COVA1	NM_006375 /// NM_182314 
204644_at	Hs.171458	cytosolic ovarian carcinoma antigen 1	COVA1	NM_006375 /// NM_182314 
204645_at	Hs.292754	cyclin T2	CCNT2	NM_001241 /// NM_058241 
204646_at	Hs.335034	dihydropyrimidine dehydrogenase	DPYD	NM_000110 
204647_at	Hs.410683	homer homolog 3 (Drosophila)	HOMER3	NM_004838 
204648_at	Hs.490330	natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	NPR1	NM_000906 
204649_at	Hs.524399	trophinin associated protein (tastin)	TROAP	NM_005480 
204650_s_at	Hs.529449	amyloid beta (A4) precursor protein-binding, family B, member 3	APBB3	NM_006051 /// NM_133172 /// NM_133173 /// NM_133174 /// NM_133175 /// NM_133176 
204651_at	Hs.298069	nuclear respiratory factor 1	NRF1	NM_005011 
204652_s_at	Hs.298069	nuclear respiratory factor 1	NRF1	NM_005011 
204653_at	Hs.519880	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	TFAP2A	NM_001032280 /// NM_003220 
204654_s_at	Hs.519880	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	TFAP2A	NM_001032280 /// NM_003220 
204655_at	Hs.514821	chemokine (C-C motif) ligand 5 /// chemokine (C-C motif) ligand 5	CCL5	NM_002985 
204656_at	Hs.521482	Src homology 2 domain containing adaptor protein B	SHB	NM_003028 
204657_s_at	Hs.521482	Src homology 2 domain containing adaptor protein B	SHB	NM_003028 
204658_at	Hs.445652	transformer-2 alpha	TRA2A	NM_013293 
204659_s_at	Hs.27184	growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae)	GFER	NM_005262 
204660_at	Hs.27184	growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae)	GFER	NM_005262 
204661_at	Hs.276770	CD52 antigen (CAMPATH-1 antigen) /// CD52 antigen (CAMPATH-1 antigen)	CD52	NM_001803 
204662_at	Hs.279912	CP110 protein	CP110	NM_014711 
204663_at	Hs.199743	malic enzyme 3, NADP(+)-dependent, mitochondrial	ME3	NM_001014811 /// NM_006680 
204664_at	Hs.284255	alkaline phosphatase, placental (Regan isozyme)	ALPP	NM_001632 
204665_at	Hs.24808	hypothetical protein FLJ21168	FLJ21168	NM_025073 
204666_s_at	Hs.24808	hypothetical protein FLJ21168	FLJ21168	NM_025073 
204667_at	Hs.163484	forkhead box A1	FOXA1	NM_004496 
204668_at	Hs.114180	ring finger protein 24	RNF24	NM_007219 
204669_s_at	Hs.114180	ring finger protein 24	RNF24	NM_007219 
204670_x_at	Hs.520049	major histocompatibility complex, class II, DR beta 1	HLA-DRB1	NM_002124 
204671_s_at	Hs.112909	ankyrin repeat domain 6	ANKRD6	NM_014942 
204672_s_at	Hs.112909	ankyrin repeat domain 6	ANKRD6	NM_014942 
204673_at	Hs.315	mucin 2, intestinal/tracheal	MUC2	NM_002457 
204674_at	Hs.124922	lymphoid-restricted membrane protein	LRMP	NM_006152 
204675_at	Hs.552	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	SRD5A1	NM_001047 
204676_at	Hs.513330	chromosome 16 open reading frame 51	C16orf51	NM_015421 
204677_at	Hs.76206	cadherin 5, type 2, VE-cadherin (vascular epithelium)	CDH5	NM_001795 
204678_s_at	Hs.208544	potassium channel, subfamily K, member 1	KCNK1	NM_002245 
204679_at	Hs.208544	potassium channel, subfamily K, member 1	KCNK1	NM_002245 
204680_s_at	Hs.174768	Rap guanine nucleotide exchange factor (GEF) 5	RAPGEF5	XM_499059 
204681_s_at	Hs.174768	Rap guanine nucleotide exchange factor (GEF) 5	RAPGEF5	XM_499059 
204682_at	Hs.512776	latent transforming growth factor beta binding protein 2	LTBP2	NM_000428 
204683_at	Hs.431460	intercellular adhesion molecule 2	ICAM2	NM_000873 
204684_at	Hs.514556	neuronal pentraxin I	NPTX1	NM_002522 
204685_s_at	Hs.268942	ATPase, Ca++ transporting, plasma membrane 2	ATP2B2	NM_001001331 /// NM_001683 
204686_at	Hs.471508	insulin receptor substrate 1	IRS1	NM_005544 
204687_at	Hs.105460	DKFZP564O0823 protein	DKFZP564O0823	NM_015393 
204688_at	Hs.371199	sarcoglycan, epsilon	SGCE	NM_003919 
204689_at	Hs.118651	hematopoietically expressed homeobox	HHEX	NM_002729 
204690_at	Hs.431109	syntaxin 8	STX8	NM_004853 
204691_x_at	Hs.170479	phospholipase A2, group VI (cytosolic, calcium-independent)	PLA2G6	NM_001004426 /// NM_003560 
204692_at	Hs.125742	leucine-rich repeats and calponin homology (CH) domain containing 4	LRCH4	NM_002319 
204693_at	Hs.225356	CDC42 effector protein (Rho GTPase binding) 1	CDC42EP1	NM_007061 /// NM_152243 
204694_at	Hs.518808	alpha-fetoprotein	AFP	NM_001134 
204695_at	Hs.1634	cell division cycle 25A	CDC25A	NM_001789 /// NM_201567 
204696_s_at	Hs.1634	cell division cycle 25A	CDC25A	NM_001789 /// NM_201567 
204697_s_at	Hs.150793	chromogranin A (parathyroid secretory protein 1)	CHGA	NM_001275 
204698_at	Hs.459265	interferon stimulated exonuclease gene 20kDa	ISG20	NM_002201 
204699_s_at	Hs.194754	chromosome 1 open reading frame 107	C1orf107	NM_014388 
204700_x_at	Hs.194754	chromosome 1 open reading frame 107	C1orf107	NM_014388 
204701_s_at	Hs.194816	stomatin (EPB72)-like 1	STOML1	NM_004809 
204702_s_at	Hs.404741	nuclear factor (erythroid-derived 2)-like 3	NFE2L3	NM_004289 
204703_at	Hs.187376	tetratricopeptide repeat domain 10	TTC10	NM_006531 /// NM_175605 
204704_s_at	Hs.530274	aldolase B, fructose-bisphosphate	ALDOB	NM_000035 
204705_x_at	Hs.530274	aldolase B, fructose-bisphosphate	ALDOB	NM_000035 
204706_at	Hs.120998	inositol polyphosphate-5-phosphatase, 72 kDa	INPP5E	NM_019892 
204707_s_at	Hs.433728	mitogen-activated protein kinase 4	MAPK4	NM_002747 
204708_at	Hs.433728	mitogen-activated protein kinase 4	MAPK4	NM_002747 
204709_s_at	Hs.270845	kinesin family member 23	KIF23	NM_004856 /// NM_138555 
204710_s_at	Hs.122363	WIPI49-like protein 2	WIPI-2	NM_001033518 /// NM_001033519 /// NM_001033520 /// NM_015610 /// NM_016003 
204711_at	Hs.28070	KIAA0753 gene product	KIAA0753	NM_014804 
204712_at	Hs.284122	WNT inhibitory factor 1	WIF1	NM_007191 
204713_s_at	Hs.30054	coagulation factor V (proaccelerin, labile factor)	F5	NM_000130 
204714_s_at	Hs.30054	coagulation factor V (proaccelerin, labile factor)	F5	NM_000130 
204715_at	Hs.503584	pannexin 1	PANX1	NM_015368 
204716_at	Hs.327068	coiled-coil domain containing 6	CCDC6	NM_005436 
204717_s_at	Hs.32951	solute carrier family 29 (nucleoside transporters), member 2	SLC29A2	NM_001532 
204718_at	Hs.380089	EPH receptor B6	EPHB6	NM_004445 
204719_at	Hs.58351	ATP-binding cassette, sub-family A (ABC1), member 8	ABCA8	NM_007168 
204720_s_at	Hs.536063	DnaJ (Hsp40) homolog, subfamily C, member 6	DNAJC6	NM_014787 
204721_s_at	Hs.536063	DnaJ (Hsp40) homolog, subfamily C, member 6	DNAJC6	NM_014787 
204722_at	Hs.4865	sodium channel, voltage-gated, type III, beta	SCN3B	NM_018400 
204723_at	Hs.4865	sodium channel, voltage-gated, type III, beta	SCN3B	NM_018400 
204724_s_at	Hs.126248	collagen, type IX, alpha 3	COL9A3	NM_001853 
204725_s_at	Hs.477693	NCK adaptor protein 1	NCK1	NM_006153 
204726_at	Hs.436040	cadherin 13, H-cadherin (heart)	CDH13	NM_001257 
204727_at	Hs.385998	WD repeat and HMG-box DNA binding protein 1	WDHD1	NM_001008396 /// NM_007086 
204728_s_at	Hs.385998	WD repeat and HMG-box DNA binding protein 1	WDHD1	NM_001008396 /// NM_007086 
204729_s_at	Hs.488683	syntaxin 1A (brain)	STX1A	NM_004603 
204730_at	Hs.434924	regulating synaptic membrane exocytosis 3	RIMS3	NM_014747 
204731_at	Hs.482390	transforming growth factor, beta receptor III (betaglycan, 300kDa)	TGFBR3	NM_003243 
204732_s_at	Hs.792	tripartite motif-containing 23	TRIM23	NM_001656 /// NM_033227 /// NM_033228 
204733_at	Hs.79361	kallikrein 6 (neurosin, zyme)	KLK6	NM_001012964 /// NM_001012965 /// NM_001012966 /// NM_002774 
204734_at	Hs.80342	keratin 15	KRT15	NM_002275 
204735_at	Hs.89901	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)	PDE4A	NM_006202 
204736_s_at	Hs.513044	chondroitin sulfate proteoglycan 4 (melanoma-associated)	CSPG4	NM_001897 
